Schema,Table,Column,Data Type,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key References,Description,Confidence %,Check Constraint,Default Value
HumanResources,EmployeePayHistory,BusinessEntityID,int,No,Yes,Yes,HumanResources.Employee.BusinessEntityID,Identifies the employee whose pay history record this is.,,,
HumanResources,EmployeePayHistory,RateChangeDate,datetime,No,Yes,No,,The date and time when this pay rate became effective.,,,
HumanResources,EmployeePayHistory,Rate,money,No,No,No,,The employee's pay rate at the time of the change.,,,
HumanResources,EmployeePayHistory,PayFrequency,tinyint,No,No,No,,Indicates how often the employee is paid.,,,
HumanResources,EmployeePayHistory,ModifiedDate,datetime,No,No,No,,Timestamp of the last modification to the row.,,,
HumanResources,JobCandidate,JobCandidateID,int,No,Yes,No,,Surrogate identifier for each job candidate record in HumanResources.JobCandidate.,,,
HumanResources,JobCandidate,BusinessEntityID,int,Yes,No,Yes,Person.Person.BusinessEntityID,References the underlying person record for the candidate in Person.Person.,,,
HumanResources,JobCandidate,Resume,xml,Yes,No,No,,"XML-formatted resume document containing the candidate's name, skills, employment history, education, contact information, and related profile details.",,,
HumanResources,JobCandidate,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the job candidate record was last updated.,,,
HumanResources,Shift,ShiftID,tinyint,No,Yes,No,,Unique identifier for each shift definition.,,,
HumanResources,Shift,Name,Name,No,No,No,,"Human-readable shift label such as Day, Evening, or Night.",,,
HumanResources,Shift,StartTime,time,No,No,No,,Clock time when the shift begins.,,,
HumanResources,Shift,EndTime,time,No,No,No,,Clock time when the shift ends.,,,
HumanResources,Shift,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the shift record was last modified.,,,
Person,Address,AddressID,int,No,Yes,No,,Surrogate identifier for each address record.,,,
Person,Address,AddressLine1,nvarchar,No,No,No,,"Primary street address line, such as house number, street name, or building address.",,,
Person,Address,AddressLine2,nvarchar,Yes,No,No,,"Optional secondary address information such as apartment, suite, department, or internal routing details.",,,
Person,Address,City,nvarchar,No,No,No,,"City, town, or locality component of the address.",,,
Person,Address,StateProvinceID,int,No,No,Yes,Person.StateProvince.StateProvinceID,"Reference to the state, province, or similar administrative region for the address.",,,
Person,Address,PostalCode,nvarchar,No,No,No,,Postal or ZIP code associated with the address.,,,
Person,Address,SpatialLocation,geography,Yes,No,No,,"Geographic point representation of the address, stored as a geography value for mapping and spatial queries.",,,
Person,Address,rowguid,uniqueidentifier,No,No,No,,"Globally unique row identifier used for replication, synchronization, or system-level uniqueness.",,,
Person,Address,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the address record was last updated.,,,
Person,AddressType,AddressTypeID,int,No,Yes,No,,Surrogate identifier for each address type record; serves as the primary key and is used by related tables to reference a specific address classification.,,,
Person,AddressType,Name,Name,No,No,No,,"Human-readable label for the address type, such as Billing or Shipping.",,,
Person,AddressType,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication and system-level uniqueness tracking.,,,
Person,AddressType,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the address type record was last updated.,,,
Person,BusinessEntity,BusinessEntityID,int,No,Yes,No,,Surrogate identifier for the business entity record; used as the shared key that child tables reference.,,,
Person,BusinessEntity,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or system-level uniqueness tracking.,,,
Person,BusinessEntity,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the business entity row was last updated.,,,
Person,BusinessEntityAddress,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,Identifies the business entity associated with the address link.,,,
Person,BusinessEntityAddress,AddressID,int,No,No,Yes,Person.Address.AddressID,Identifies the address being linked to the business entity.,,,
Person,BusinessEntityAddress,AddressTypeID,int,No,No,Yes,Person.AddressType.AddressTypeID,"Indicates the role or usage type of the address for the entity, such as billing or shipping.",,,
Person,BusinessEntityAddress,rowguid,uniqueidentifier,No,Yes,No,,"Globally unique row identifier used for replication, synchronization, or stable row tracking.",,,
Person,BusinessEntityAddress,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the relationship record.,,,
Person,BusinessEntityContact,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,Identifies the business entity that the person is associated with in this contact relationship.,,,
Person,BusinessEntityContact,PersonID,int,No,No,Yes,Person.Person.BusinessEntityID,Identifies the person involved in the contact relationship; this is the row's primary identifier.,,,
Person,BusinessEntityContact,ContactTypeID,int,No,No,Yes,Person.ContactType.ContactTypeID,"Specifies the role or category of the contact relationship, such as the person's function for the business entity.",,,
Person,BusinessEntityContact,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique row identifier used for replication, synchronization, or stable row tracking.",,,
Person,BusinessEntityContact,ModifiedDate,datetime,No,No,No,,The timestamp when the contact relationship row was last updated.,,,
Person,ContactType,ContactTypeID,int,No,Yes,No,,Primary key identifier for each contact type category.,,,
Person,ContactType,Name,Name,No,No,No,,"Human-readable label for the contact type, such as a job role or relationship category.",,,
Person,ContactType,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the lookup row was last modified or seeded.,,,
Person,CountryRegion,CountryRegionCode,nvarchar,No,Yes,No,,Two-character country or region code that uniquely identifies each geographic entry and serves as the table's primary key.,,,
Person,CountryRegion,Name,Name,No,No,No,,The full display name of the country or region.,,,
Person,CountryRegion,ModifiedDate,datetime,No,No,No,,The date the row was last modified or loaded into the database.,,,
Person,EmailAddress,BusinessEntityID,int,No,No,Yes,Person.Password.BusinessEntityID,Identifies the person/business entity that owns this email address record.,,,
Person,EmailAddress,EmailAddressID,int,No,Yes,No,,Surrogate primary key for the email address record.,,,
Person,EmailAddress,EmailAddress,nvarchar,Yes,No,No,,The actual email address string associated with the person/business entity.,,,
Person,EmailAddress,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or synchronization.,,,
Person,EmailAddress,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the email address record was last updated.,,,
Person,Password,BusinessEntityID,int,No,No,Yes,Person.Person.BusinessEntityID,Identifier of the person whose authentication credentials are stored in this row; also serves as the table's primary key.,,,
Person,Password,PasswordHash,varchar,No,No,No,,Hashed password value used to verify a user's login credentials without storing the plaintext password.,,,
Person,Password,PasswordSalt,varchar,No,No,No,,Random salt used when hashing the password to protect against precomputed hash attacks and ensure hash uniqueness.,,,
Person,Password,rowguid,uniqueidentifier,No,Yes,No,,"Globally unique row identifier used for replication, synchronization, or system-level uniqueness tracking.",,,
Person,Password,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the password record was last updated.,,,
Person,Person,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,Unique identifier for the person record; serves as the row's primary key and links this person to related business entity-based tables.,,,
Person,Person,PersonType,nchar,No,No,No,,"Code indicating what kind of person this record represents, such as individual, employee, sales contact, vendor contact, or store contact.",,,
Person,Person,NameStyle,NameStyle,No,No,No,,Flag indicating whether the person's name should be displayed in a special style or format.,,,
Person,Person,Title,nvarchar,Yes,No,No,,"Honorific or salutation such as Mr., Ms., Mrs., Sr., or Sra.",,,
Person,Person,FirstName,Name,No,No,No,,Person's given name.,,,
Person,Person,MiddleName,Name,Yes,No,No,,"Person's middle name or middle initial, when available.",,,
Person,Person,LastName,Name,No,No,No,,Person's family name or surname.,,,
Person,Person,Suffix,nvarchar,Yes,No,No,,"Name suffix such as Jr., Sr., II, III, IV, or PhD.",,,
Person,Person,EmailPromotion,int,No,No,No,,Preference or status code controlling email marketing promotion level for the person.,,,
Person,Person,AdditionalContactInfo,xml,Yes,No,No,,"XML payload containing extra contact methods, notes, and contact history for the person.",,,
Person,Person,Demographics,xml,Yes,No,No,,"XML payload containing survey and demographic attributes for the person, such as income, education, occupation, and household details.",,,
Person,Person,rowguid,uniqueidentifier,No,Yes,No,,Globally unique row identifier used for replication or synchronization scenarios.,,,
Person,Person,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the person record.,,,
Person,PersonPhone,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,Identifies the person/business entity that owns the phone number record.,,,
Person,PersonPhone,PhoneNumber,Phone,No,Yes,No,,The actual phone number stored for the entity.,,,
Person,PersonPhone,PhoneNumberTypeID,int,No,No,Yes,Person.PhoneNumberType.PhoneNumberTypeID,"Classifies the phone number by type, such as home, work, or cell.",,,
Person,PersonPhone,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the phone record was last updated.,,,
Person,PhoneNumberType,PhoneNumberTypeID,int,No,Yes,No,,Surrogate identifier for each phone number type. It uniquely identifies the lookup value used by related phone records.,,,
Person,PhoneNumberType,Name,Name,No,No,No,,"Human-readable label for the phone type, such as Home, Cell, or Work.",,,
Person,PhoneNumberType,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the lookup row was last modified.,,,
Person,StateProvince,StateProvinceID,int,No,Yes,No,,Surrogate primary key for each state/province record.,,,
Person,StateProvince,StateProvinceCode,nchar,No,No,No,,"Short standardized code for the state/province, such as a postal abbreviation or local administrative code.",,,
Person,StateProvince,CountryRegionCode,nvarchar,No,No,Yes,Person.CountryRegion.CountryRegionCode,Code of the country or region that contains this state/province.,,,
Person,StateProvince,IsOnlyStateProvinceFlag,Flag,No,No,No,,Indicates whether this record represents the only state/province-level subdivision for its country/region.,,,
Person,StateProvince,Name,Name,No,No,No,,"Human-readable name of the state, province, department, or equivalent administrative region.",,,
Person,StateProvince,TerritoryID,int,No,No,Yes,Sales.SalesTerritory.TerritoryID,Sales territory assignment for this geographic region.,,,
Person,StateProvince,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication and synchronization.,,,
Person,StateProvince,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the row was last modified.,,,
Production,BillOfMaterials,BillOfMaterialsID,int,No,Yes,No,,Surrogate primary key for each bill of materials record.,,,
Production,BillOfMaterials,ProductAssemblyID,int,Yes,No,Yes,Production.Product.ProductID,The parent product being assembled.,,,
Production,BillOfMaterials,ComponentID,int,No,No,Yes,Production.Product.ProductID,The component product required in the assembly.,,,
Production,BillOfMaterials,StartDate,datetime,No,No,No,,The date this bill of materials relationship becomes effective.,,,
Production,BillOfMaterials,EndDate,datetime,Yes,No,No,,"The date this bill of materials relationship stops being effective, if applicable.",,,
Production,BillOfMaterials,UnitMeasureCode,nchar,No,No,Yes,Production.UnitMeasure.UnitMeasureCode,The unit of measure used for the component quantity.,,,
Production,BillOfMaterials,BOMLevel,smallint,No,No,No,,The level of the component within the assembly hierarchy.,,,
Production,BillOfMaterials,PerAssemblyQty,decimal,No,No,No,,The quantity of the component required per one assembly unit.,,,
Production,BillOfMaterials,ModifiedDate,datetime,No,No,No,,The last date the BOM record was updated.,,,
Production,Culture,CultureID,nchar,No,Yes,No,,The culture/language code used as the unique identifier for each supported culture entry.,,,
Production,Culture,Name,Name,No,No,No,,The human-readable name of the culture or language.,,,
Production,Culture,ModifiedDate,datetime,No,No,No,,The date the culture record was last modified or seeded into the database.,,,
Production,Document,DocumentNode,hierarchyid,No,No,No,,,,,
Production,Document,DocumentLevel,smallint,Yes,No,No,,,,,
Production,Document,Title,nvarchar,No,No,No,,,,,
Production,Document,Owner,int,No,No,No,,,,,
Production,Document,FolderFlag,bit,No,No,No,,,,,
Production,Document,FileName,nvarchar,No,No,No,,,,,
Production,Document,FileExtension,nvarchar,No,No,No,,,,,
Production,Document,Revision,nchar,No,No,No,,,,,
Production,Document,ChangeNumber,int,No,No,No,,,,,
Production,Document,Status,tinyint,No,No,No,,,,,
Production,Document,DocumentSummary,nvarchar,Yes,No,No,,,,,
Production,Document,Document,varbinary,Yes,No,No,,,,,
Production,Document,rowguid,uniqueidentifier,No,No,No,,,,,
Production,Document,ModifiedDate,datetime,No,No,No,,,,,
Production,Illustration,IllustrationID,int,No,Yes,No,,Unique identifier for each illustration asset in Production.Illustration.,,,
Production,Illustration,Diagram,xml,Yes,No,No,,"XML/XAML representation of the illustration artwork itself, storing the vector drawing or diagram content.",,,
Production,Illustration,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the illustration record was last updated.,,,
Production,Location,LocationID,smallint,No,Yes,No,,Primary identifier for each production location or work center.,,,
Production,Location,Name,Name,No,No,No,,"Human-readable name of the location, such as a shop area, storage area, or production station.",,,
Production,Location,CostRate,smallmoney,No,No,No,,"Standard cost associated with using the location, likely a per-hour or per-unit operating cost.",,,
Production,Location,Availability,decimal,No,No,No,,"Available capacity for the location, likely measured in hours, units, or another production-capacity metric.",,,
Production,Location,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the location record was last updated.,,,
Production,Product,ProductID,int,No,Yes,No,,Surrogate primary key for each product record.,,,
Production,Product,Name,Name,No,No,No,,"Human-readable product name used in catalog, reporting, and user interfaces.",,,
Production,Product,ProductNumber,nvarchar,No,No,No,,Business-facing product code or SKU-like identifier.,,,
Production,Product,MakeFlag,Flag,No,No,No,,Indicates whether the product is manufactured in-house.,,,
Production,Product,FinishedGoodsFlag,Flag,No,No,No,,Indicates whether the item is a sellable finished good.,,,
Production,Product,Color,nvarchar,Yes,No,No,,Optional product color attribute.,,,
Production,Product,SafetyStockLevel,smallint,No,No,No,,Minimum inventory threshold used to avoid stockouts.,,,
Production,Product,ReorderPoint,smallint,No,No,No,,Inventory level at which replenishment should be triggered.,,,
Production,Product,StandardCost,money,No,No,No,,Standard manufacturing or acquisition cost of the product.,,,
Production,Product,ListPrice,money,No,No,No,,Catalog selling price for the product.,,,
Production,Product,Size,nvarchar,Yes,No,No,,Optional size or dimension value for the product.,,,
Production,Product,SizeUnitMeasureCode,nchar,Yes,No,No,,Unit of measure for the Size value.,,,
Production,Product,WeightUnitMeasureCode,nchar,Yes,No,No,,Unit of measure for the Weight value.,,,
Production,Product,Weight,decimal,Yes,No,No,,"Optional product weight used for shipping, manufacturing, or material planning.",,,
Production,Product,DaysToManufacture,int,No,No,No,,Estimated number of days required to manufacture the product.,,,
Production,Product,ProductLine,nchar,Yes,No,No,,High-level product line classification.,,,
Production,Product,Class,nchar,Yes,No,No,,Product class or quality tier.,,,
Production,Product,Style,nchar,Yes,No,No,,Product style or gender/style classification.,,,
Production,Product,ProductSubcategoryID,int,Yes,No,Yes,Production.ProductSubcategory.ProductSubcategoryID,Foreign key to the product subcategory classification.,,,
Production,Product,ProductModelID,int,Yes,No,Yes,Production.ProductModel.ProductModelID,Foreign key to the product model definition.,,,
Production,Product,SellStartDate,datetime,No,No,No,,Date the product became available for sale.,,,
Production,Product,SellEndDate,datetime,Yes,No,No,,"Date the product stopped being sold, if discontinued.",,,
Production,Product,DiscontinuedDate,datetime,Yes,No,No,,Date the product was discontinued.,,,
Production,Product,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication and synchronization.,,,
Production,Product,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the product record.,,,
Production,ProductCategory,ProductCategoryID,int,No,Yes,No,,Surrogate identifier for each product category; uniquely identifies the category record and is used by child tables such as Production.ProductSubcategory.,,,
Production,ProductCategory,Name,Name,No,No,No,,"Human-readable category name used to label the top-level product grouping, such as Bikes or Accessories.",,,
Production,ProductCategory,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication/integration and to uniquely track the row across systems.,,,
Production,ProductCategory,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the category row was last updated.,,,
Production,ProductCostHistory,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product whose standard cost is being tracked. It links each history row to a specific item in Production.Product.,,,
Production,ProductCostHistory,StartDate,datetime,No,Yes,No,,The date on which this standard cost version becomes effective.,,,
Production,ProductCostHistory,EndDate,datetime,Yes,No,No,,The date on which this standard cost version stops being effective. Null likely indicates the current or open-ended record.,,,
Production,ProductCostHistory,StandardCost,money,No,No,No,,The standard manufacturing cost for the product during the effective period defined by StartDate and EndDate.,,,
Production,ProductCostHistory,ModifiedDate,datetime,No,No,No,,The date the row was last updated in the database.,,,
Production,ProductDescription,ProductDescriptionID,int,No,Yes,No,,Surrogate identifier for each product description record.,,,
Production,ProductDescription,Description,nvarchar,No,No,No,,"The actual descriptive text for a product, used for marketing or catalog presentation in one or more languages.",,,
Production,ProductDescription,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or synchronization purposes.,,,
Production,ProductDescription,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the description record was last changed.,,,
Production,ProductDocument,ProductID,int,No,Yes,Yes,Production.Product.ProductID,Identifies the product associated with a document. This is the product side of the product-document relationship and links each row to a specific Production.Product record.,,,
Production,ProductDocument,DocumentNode,hierarchyid,No,Yes,Yes,Production.Document.DocumentNode,"Identifies the document associated with a product, using the hierarchical key from Production.Document. This links the row to a specific document record in the document tree.",,,
Production,ProductDocument,ModifiedDate,datetime,No,No,No,,The date and time when the product-document association was last modified.,,,
Production,ProductInventory,ProductID,int,No,Yes,Yes,Production.Product.ProductID,Identifies the product whose inventory is being tracked at a location.,,,
Production,ProductInventory,LocationID,smallint,No,Yes,Yes,Production.Location.LocationID,Identifies the production or warehouse location where the product is stored.,,,
Production,ProductInventory,Shelf,nvarchar,No,No,No,,Shelf or aisle code indicating the storage shelf position within the location.,,,
Production,ProductInventory,Bin,tinyint,No,No,No,,Numeric bin or compartment identifier within the shelf/location.,,,
Production,ProductInventory,Quantity,smallint,No,No,No,,The number of units of the product currently on hand at the specified location.,,,
Production,ProductInventory,rowguid,uniqueidentifier,No,Yes,No,,Globally unique row identifier used for replication or synchronization.,,,
Production,ProductInventory,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the inventory record was last updated.,,,
Production,ProductListPriceHistory,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product whose list price history is being recorded.,,,
Production,ProductListPriceHistory,StartDate,datetime,No,Yes,No,,The date on which this list price became effective.,,,
Production,ProductListPriceHistory,EndDate,datetime,Yes,No,No,,"The date on which this list price stopped being effective, if the price was superseded.",,,
Production,ProductListPriceHistory,ListPrice,money,No,No,No,,The product's list price during the effective period defined by StartDate and EndDate.,,,
Production,ProductListPriceHistory,ModifiedDate,datetime,No,No,No,,The timestamp when the history row was last updated.,,,
Production,ProductModel,ProductModelID,int,No,Yes,No,,Unique identifier for each product model.,,,
Production,ProductModel,Name,Name,No,No,No,,Human-readable product model name used in the catalog and related descriptions.,,,
Production,ProductModel,CatalogDescription,xml,Yes,No,No,,"XML catalog content describing the product model's marketing summary, manufacturer info, features, and specifications.",,,
Production,ProductModel,Instructions,xml,Yes,No,No,,XML manufacturing and assembly instructions for the product model.,,,
Production,ProductModel,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or synchronization purposes.,,,
Production,ProductModel,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the product model record was last updated.,,,
Production,ProductModelIllustration,ProductModelID,int,No,Yes,Yes,Production.ProductModel.ProductModelID,Identifies the product model being linked to an illustration.,,,
Production,ProductModelIllustration,IllustrationID,int,No,Yes,Yes,Production.Illustration.IllustrationID,Identifies the illustration associated with the product model.,,,
Production,ProductModelIllustration,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the association row was last modified.,,,
Production,ProductModelProductDescriptionCulture,ProductModelID,int,No,Yes,Yes,Production.ProductModel.ProductModelID,Identifies the product model that this localized description applies to.,,,
Production,ProductModelProductDescriptionCulture,ProductDescriptionID,int,No,Yes,Yes,Production.ProductDescription.ProductDescriptionID,Identifies the reusable description text linked to the product model.,,,
Production,ProductModelProductDescriptionCulture,CultureID,nchar,No,Yes,Yes,Production.Culture.CultureID,Specifies the language/culture for the description text.,,,
Production,ProductModelProductDescriptionCulture,ModifiedDate,datetime,No,No,No,,Audit timestamp indicating when the row was last modified.,,,
Production,ProductPhoto,ProductPhotoID,int,No,Yes,No,,,,,
Production,ProductPhoto,ThumbNailPhoto,varbinary,Yes,No,No,,,,,
Production,ProductPhoto,ThumbnailPhotoFileName,nvarchar,Yes,No,No,,,,,
Production,ProductPhoto,LargePhoto,varbinary,Yes,No,No,,,,,
Production,ProductPhoto,LargePhotoFileName,nvarchar,Yes,No,No,,,,,
Production,ProductPhoto,ModifiedDate,datetime,No,No,No,,,,,
Production,ProductProductPhoto,ProductID,int,No,Yes,Yes,Production.Product.ProductID,Identifies the product being associated with a photo.,,,
Production,ProductProductPhoto,ProductPhotoID,int,No,Yes,Yes,Production.ProductPhoto.ProductPhotoID,Identifies the photo linked to the product.,,,
Production,ProductProductPhoto,Primary,Flag,No,No,No,,Indicates whether this photo is the primary image for the product.,,,
Production,ProductProductPhoto,ModifiedDate,datetime,No,No,No,,Records when the product-photo association was last modified.,,,
Production,ProductReview,ProductReviewID,int,No,Yes,No,,Unique identifier for each product review record.,,,
Production,ProductReview,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product being reviewed.,,,
Production,ProductReview,ReviewerName,Name,No,No,No,,Name of the person who wrote the review.,,,
Production,ProductReview,ReviewDate,datetime,No,No,No,,Date and time the review was submitted.,,,
Production,ProductReview,EmailAddress,nvarchar,No,No,No,,Email contact for the reviewer.,,,
Production,ProductReview,Rating,int,No,No,No,,"Numeric score assigned by the reviewer, likely on a star scale.",,,
Production,ProductReview,Comments,nvarchar,Yes,No,No,,Free-text review content describing the reviewer's opinion and experience with the product.,,,
Production,ProductReview,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the review row was last updated.,,,
Production,ProductSubcategory,ProductSubcategoryID,int,No,Yes,No,,Primary identifier for each product subcategory.,,,
Production,ProductSubcategory,ProductCategoryID,int,No,No,Yes,Production.ProductCategory.ProductCategoryID,Identifies the parent product category that this subcategory belongs to.,,,
Production,ProductSubcategory,Name,Name,No,No,No,,Human-readable name of the product subcategory.,,,
Production,ProductSubcategory,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or system-level identity tracking.,,,
Production,ProductSubcategory,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the subcategory record was last modified.,,,
Production,ScrapReason,ScrapReasonID,smallint,No,Yes,No,,Primary identifier for each scrap reason code.,,,
Production,ScrapReason,Name,Name,No,No,No,,Human-readable description of the scrap reason.,,,
Production,ScrapReason,ModifiedDate,datetime,No,No,No,,Date the scrap reason record was last modified or seeded into the database.,,,
Production,TransactionHistory,TransactionID,int,No,Yes,No,,Unique identifier for each transaction record in the ledger.,,,
Production,TransactionHistory,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product affected by the transaction.,,,
Production,TransactionHistory,ReferenceOrderID,int,No,Yes,No,,Identifier of the source document or order that generated the transaction.,,,
Production,TransactionHistory,ReferenceOrderLineID,int,No,No,No,,Line number or line identifier within the referenced source order.,,,
