Schema,Table,Description,Row Count,Dependency Level,Confidence %,User Approved,Business Domains,Inferred Purpose
Person,AddressType,"Person.AddressType is a lookup table that defines the allowed categories for how an address is used in the system, such as Billing, Shipping, Home, Primary, Main Office, and Archive. It exists so related tables like Person.BusinessEntityAddress can classify each address with a standardized type instead of storing free-text labels. The live data currently in use appears to be a subset of the full lookup set, with only address type IDs 2, 3, and 5 actively referenced in related tables.",6,0,97,No,,
Person,BusinessEntity,"Person.BusinessEntity stores the shared supertype identity record for all business-related entities in the system, including people, employees, vendors, stores, and other addressable entities. It provides the common surrogate key and audit metadata that subtype tables such as Person.Person, HumanResources.Employee, Purchasing.Vendor, and Sales.Store extend with their own domain-specific attributes. It also serves as the parent identity anchor for contact-detail tables, allowing a single business entity to have multiple related email addresses and other contact records.",20777,0,99,No,,
Person,BusinessEntityAddress,"Person.BusinessEntityAddress is a junction table that links business entities to postal addresses and classifies each link by address type (for example billing, shipping, or home). It exists to support multiple addresses per entity and multiple entities sharing the same address, while preserving the role of each address in the relationship.",19614,0,99,No,,
Person,BusinessEntityContact,"Person.BusinessEntityContact stores the relationship between a business entity and a person, classified by contact role. It acts as a bridge table that records which person is associated with which business entity and what type of contact that person is for that entity (for example, sales, purchasing, or other business contact roles).",909,0,98,No,,
Person,ContactType,"Person.ContactType is a lookup table that defines the standardized categories used to classify how a person or business entity is related to an organization, such as sales roles, purchasing roles, marketing roles, and accounting roles. It exists to provide consistent contact-role labels that can be assigned through Person.BusinessEntityContact.",20,0,99,No,,
Person,CountryRegion,dbo.CountryRegion stores the master list of countries and regions used throughout the database as a foundational geographic lookup table. It provides standardized country/region codes and names so other tables can reference consistent location values for sales and address-related data.,238,0,99,No,,
Person,EmailAddress,"This table stores email address records for people in the system, linking each email address to a specific person/business entity. It exists to support one-to-many email contact information for individuals while keeping email data separate from the core person record.",19972,1,98,No,,
Person,Password,"This table stores authentication credentials for people in the system, linking each Person.Person record to a password hash and salt used for login verification. It exists to separate sensitive security data from the core person profile while supporting user authentication for individuals who have application accounts.",19972,0,99,No,,
Person,Person,"Person.Person stores master person records for the Adventure Works database, representing individuals such as customers, employees, sales contacts, job candidates, vendors, and other people associated with the business. It serves as the canonical person-level hub for human entities across the model, anchoring related contact, demographic, security, recruiting, sales, and customer data, including individual customer records, role-based contact assignments, login credentials, and stored payment instruments. It also functions as the shared identity foundation for related person/employee extensions such as Sales.SalesPerson.",19972,0,99,No,,
Person,PersonPhone,"Person.PersonPhone stores phone numbers associated with business entities that represent people, along with the type of each phone number. It exists to support a one-to-many style contact model where a person can have multiple phone numbers and each number is classified as home, work, cell, or another standardized type.",19972,0,99,No,,
Person,PhoneNumberType,"A lookup table that defines the allowed phone number types used by people in the system, such as Home, Cell, and Work. It exists to standardize phone type classification and support consistent references from person phone records.",3,0,99,No,,
Person,StateProvince,"Person.StateProvince stores the master list of states, provinces, and similar subnational regions used for addresses, tax rates, and sales territory mapping. It provides standardized geographic codes and names, links each region to a country/region, and assigns the region to a sales territory for reporting and operational classification.",181,1,98,No,,
Production,BillOfMaterials,"Production.BillOfMaterials stores the bill of materials for manufactured products, defining which component products are required to assemble a parent product, in what quantity, and during what effective date range. It supports product structure, versioning, and manufacturing planning in the Adventure Works production process.",2679,0,99,No,,
Production,Culture,"Production.Culture is a small lookup table that stores the set of supported language/culture codes and their human-readable names. It exists to standardize localization values used elsewhere in the database, especially for linking product descriptions to a specific language/culture in Production.ProductModelProductDescriptionCulture.",8,0,99,No,,
Production,Document,,13,0,,No,,
Production,Illustration,"Production.Illustration stores reusable illustration assets used to visually document products, likely as vector artwork or diagrams. It exists so product models can be linked to one or more technical drawings/images without duplicating the artwork across products.",5,0,98,No,,
Production,Location,"Production.Location stores the manufacturing locations or work centers used in the production process, along with their standard cost rate and available capacity. It acts as a lookup/reference table for where inventory is stored or where work is performed, and is used by production and inventory routing tables to track operations and stock by location.",14,0,99,No,,
Production,Product,"Production.Product stores the master catalog of sellable and manufacturable products in the Adventure Works database, including bikes, components, clothing, and accessories. It acts as the central product entity that other production, purchasing, and sales tables reference for inventory, pricing, bills of materials, work orders, reviews, and order lines.",504,2,99,No,,
Production,ProductCategory,"Production.ProductCategory stores the top-level product categories used to classify products in the manufacturing/catalog hierarchy. It exists as a lookup table so subcategories and products can be organized under broad groups such as Bikes, Components, Clothing, and Accessories.",4,0,99,No,,
Production,ProductCostHistory,"This table stores product standard cost history by effective date, linking each product in Production.Product to the standard cost that applies during a specific time period. It exists to preserve historical cost changes for manufacturing and reporting, and to support downstream sales and order-detail calculations that need the correct cost at a given date.",395,0,98,No,,
Production,ProductDescription,"Production.ProductDescription stores multilingual marketing and technical descriptions for products. It exists to hold reusable description text that can be linked to product models through the bridge table Production.ProductModelProductDescriptionCulture, allowing the same product model to have descriptions in different cultures/languages.",762,0,99,No,,
Production,ProductDocument,"A junction table that links products to the technical documents that describe or support them. It exists to record which Production.Product items are associated with which Production.Document records, likely for product specifications, drawings, manuals, or other supporting documentation.",32,0,99,No,,
Production,ProductInventory,"This table stores current inventory quantities for specific products at specific production locations, including the shelf and bin where each product is stored. It exists to support warehouse and manufacturing inventory tracking by showing how much of each product is on hand at each location.",1069,0,99,No,,
Production,ProductListPriceHistory,"This table stores historical product list price records for products in Production.Product, capturing when a given list price became effective and when it ended. It exists to preserve price history over time so sales, reporting, and auditing processes can determine the correct list price for a product at a specific date.",395,0,98,No,,
Production,ProductModel,"Production.ProductModel stores the master definitions for product models in the Adventure Works catalog, including the model name, rich XML catalog description, manufacturing instructions, and metadata used to relate each model to products, illustrations, and localized descriptions. It serves as the parent template for product variants, where multiple Product rows can share the same ProductModelID while differing by attributes such as size or color. It also supports a many-to-many relationship with illustrations and can be associated with multiple localized product descriptions for multilingual catalog content.",128,0,99,No,,
Production,ProductModelIllustration,"A junction table that links Production.ProductModel records to Production.Illustration records, indicating which technical illustrations are associated with each product model. It exists to support a many-to-many relationship between product models and reusable illustration assets.",7,0,99,No,,
Production,ProductModelProductDescriptionCulture,A bridge table that links product models to localized product descriptions by culture. It exists to assign the correct marketing/technical description text to each product model in each supported language.,762,0,99,No,,
Production,ProductPhoto,,101,0,,No,,
Production,ProductProductPhoto,"Production.ProductProductPhoto is a junction table that links products to product photos and marks which photo is the primary image for a given product. It exists to support a many-to-many relationship between Production.Product and Production.ProductPhoto, while also storing the primary-photo flag used for catalog display or merchandising.",504,0,99,No,,
Production,ProductReview,"Production.ProductReview stores customer-written reviews for products in the Adventure Works catalog, including who wrote the review, when it was written, the rating given, contact email, and the review text. It exists to capture post-purchase product feedback and support product quality analysis and merchandising decisions.",4,0,99,No,,
Production,ProductSubcategory,"Production.ProductSubcategory stores the lookup values for product subcategories within the product catalog hierarchy. It exists to classify individual products under broader product categories such as Bikes, Components, Clothing, and Accessories, enabling consistent product organization, filtering, and reporting.",37,1,99,No,,
Production,ScrapReason,"Production.ScrapReason stores the standardized list of reasons why manufactured items are scrapped during production. It serves as a lookup table for classifying scrap events consistently on work orders, supporting reporting, quality analysis, and manufacturing process improvement. Scrap reasons are used selectively and are optional on work orders, indicating that scrap is an exception condition rather than a required outcome for every production run.",16,0,99,No,,
Production,TransactionHistory,"This table stores product transaction history records for inventory movements and cost tracking in the Adventure Works manufacturing/sales system. Each row represents a dated transaction for a specific product, capturing the transaction type, quantity moved, the related source order or work order reference, and the actual cost associated with that movement.",113443,0,98,No,,
Production,TransactionHistoryArchive,"Production.TransactionHistory stores the inventory transaction ledger for products, capturing each stock movement or cost-affecting event tied to a product and, when applicable, the originating work order. It exists to support manufacturing and inventory costing by recording quantities, transaction types, dates, and actual costs for product-related transactions.",89253,0,98,No,,
Production,UnitMeasure,"Production.UnitMeasure stores the standardized unit-of-measure codes used across manufacturing, inventory, and purchasing to describe quantities, component usage, and vendor packaging. It functions as a shared lookup table for measurement and packaging units such as EA, OZ, IN, CTN, and PAK, allowing other tables to consistently reference how items are measured or supplied.",38,0,99,No,,
Production,WorkOrder,"Production.WorkOrder stores manufacturing work orders for products, including the planned quantity, actual stocked quantity, scrap quantity, schedule dates, and optional scrap reason. It exists to track the lifecycle and outcome of production jobs for individual products in the manufacturing process.",72591,1,99,No,,
Production,WorkOrderRouting,"Production.WorkOrderRouting stores the routing steps for each manufacturing work order, tracking which product operation is performed at which production location, when it is scheduled and actually executed, and the planned versus actual labor/cost outcomes for that routing step.",67131,0,99,No,,
Purchasing,ProductVendor,"This table stores vendor-specific purchasing terms for individual products, linking each product to a supplier with negotiated lead times, pricing, order quantity limits, and unit-of-measure information. It exists to support procurement planning and purchase order generation by defining how a given vendor supplies a given product.",460,0,99,No,,
Purchasing,PurchaseOrderDetail,"Purchasing.PurchaseOrderDetail stores the line-item details for each purchase order, including which product was ordered, the quantity and unit price, expected due date, and receiving/inspection outcomes. It exists to support procurement execution, tracking each ordered product from order placement through receipt, rejection, and stocking.",8845,1,99,No,,
Purchasing,PurchaseOrderHeader,"Purchasing.PurchaseOrderHeader stores the header-level records for purchase orders placed with vendors. It represents each purchase order as a business document, capturing who created it, which supplier and shipping method were used, when it was ordered and shipped, and the financial totals for the order.",4012,0,99,No,,
Purchasing,ShipMethod,"Purchasing.ShipMethod stores the available shipping methods used for purchase orders and sales orders, including each method's name and pricing parameters. It acts as a lookup/reference table so order headers can record which shipping option was chosen and calculate shipping charges.",5,0,99,No,,
Purchasing,Vendor,"This table stores vendor master records for suppliers that the purchasing system can buy from. It captures each vendor's business identity, account code, display name, credit rating, preferred/active status, and optional purchasing website, allowing purchasing documents and product sourcing rules to reference a consistent supplier record.",104,0,99,No,,
Sales,CountryRegionCurrency,Sales.CountryRegionCurrency is a bridge/lookup table that maps each country or region to its associated currency. It exists to standardize regional currency assignments so sales and geography-related processes can consistently determine which currency is used in a given country/region.,109,0,99,No,,
Sales,CreditCard,"Sales.CreditCard stores credit card payment instrument details used by customers for sales transactions, including the card type, masked/encoded card number, expiration month and year, and audit metadata. It exists so sales orders and person-to-card associations can reference a reusable credit card record rather than duplicating payment details across transactions.",19118,0,99,No,,
Sales,Currency,"This table stores the master list of supported currencies and their ISO-style currency codes for the sales schema. It serves as a lookup/reference table used to assign currencies to countries and regions through Sales.CountryRegionCurrency, and it also acts as the base currency list referenced by Sales.CurrencyRate for historical exchange-rate records between currencies.",105,0,99,No,,
Sales,CurrencyRate,"Sales.CurrencyRate stores daily exchange-rate quotes used to convert sales amounts from a base currency (USD) into other currencies. It exists to support order pricing, reporting, and currency conversion for sales transactions across multiple currencies.",13532,0,99,No,,
Sales,Customer,"Sales.Customer stores customer account records for Adventure Works, linking each customer to either an individual person or a retail store and assigning the customer to a sales territory. It exists as the central customer master table used by sales orders and customer-related reporting.",19820,1,99,No,,
Sales,PersonCreditCard,"A junction table that links people to the credit cards they have on file, storing the association between a person record and a reusable credit card record. It exists so sales and customer-related processes can reference which credit card belongs to which person without duplicating card details.",19118,0,98,No,,
Sales,SalesOrderDetail,"Sales.SalesOrderDetail stores the individual line items for each sales order, capturing which product was sold, in what quantity, at what unit price and discount, and the resulting line total. It exists to support order fulfillment, invoicing, revenue reporting, and historical pricing/discount analysis at the item level.",121317,1,99,No,,
Sales,SalesOrderHeader,"Sales.SalesOrderHeader stores one row per sales order header in the Adventure Works sales system. It captures the order's lifecycle dates, customer and territory assignment, shipping and billing addresses, payment and currency information, and order-level financial totals used to manage and report on completed sales transactions.",31465,2,99,No,,
Sales,SalesOrderHeaderSalesReason,"This table is a junction/bridge table that links sales orders in Sales.SalesOrderHeader to the reasons recorded in Sales.SalesReason. It exists to support a many-to-many relationship, allowing a single sales order to have multiple reasons and a single reason to apply to many orders.",27647,0,99,No,,
Sales,SalesPerson,"Sales.SalesPerson stores salesperson-specific compensation, quota, performance, and territory assignment data for employees who sell products. It exists to track how each salesperson is paid and measured, and to support sales reporting, commission calculations, and territory-based management.",17,1,99,No,,
Sales,SalesPersonQuotaHistory,"This table stores historical sales quota assignments for employees, recording the quota amount each salesperson or sales employee was expected to achieve at specific quarter-end dates. It exists to track quota targets over time for performance management and sales planning.",163,0,98,No,,
Sales,SalesReason,"Sales.SalesReason stores the standardized reasons why customers placed sales orders, such as promotions, marketing campaigns, pricing, product quality, or other influences. It exists as a lookup table so sales orders can be linked to one or more consistent reason categories through Sales.SalesOrderHeaderSalesReason.",10,0,99,No,,
Sales,SalesTaxRate,"Sales.SalesTaxRate stores tax rate definitions applied to specific states or provinces, including the tax type, percentage rate, and a descriptive name. It exists to support sales tax calculation and jurisdiction-specific tax configuration in the sales domain.",29,0,99,No,,
Sales,SalesTerritory,"Sales.SalesTerritory stores the geographic sales territories used to classify customers, salespeople, and sales activity by region. It functions as both a foundational lookup/dimension table for reporting and a real operational assignment entity for sales management and regional planning, with territory names, country/region codes, regional grouping, and year-to-date sales performance metrics. The table is referenced throughout the sales and geography model and is actively used to assign both customers and individual salespeople to a small, fixed set of managed geographic regions, indicating that territories are business-managed entities rather than just static reporting categories.",10,0,99,No,,
Sales,SalesTerritoryHistory,"A bridge/history table that records which Sales.SalesPerson is assigned to which Sales.SalesTerritory over time, including the start and end dates of each assignment and a row-level GUID for replication/tracking. It exists to support territory assignment history and time-based sales reporting.",17,0,98,No,,
Sales,ShoppingCartItem,"Sales.ShoppingCartItem stores the line items currently placed in a shopping cart, linking a cart identifier to specific products and quantities. It exists to support the e-commerce/cart workflow by tracking which products a shopper intends to purchase before checkout, along with creation and modification timestamps.",3,0,98,No,,
Sales,SpecialOffer,"Sales.SpecialOfferProduct is a bridge table that assigns promotional offers to specific products. It exists to model which products participate in which special offers, enabling the sales system to apply discounts and promotions to eligible items during order pricing.",16,0,91,No,,
Sales,SpecialOfferProduct,Sales.SpecialOfferProduct is a bridge table that maps products to the special offers or promotions they participate in. It exists to support many-to-many promotion assignment so the sales system can determine which Production.Product items are eligible for a given Sales.SpecialOffer when pricing orders and applying discounts.,538,0,99,No,,
Sales,Store,"Sales.Store stores retail store accounts that Adventure Works sells to, including the store's business identity, assigned salesperson, and a demographics survey used for customer profiling and sales analysis.",701,0,98,No,,
