Schema,Table,Column,Data Type,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key References,Description,Confidence %,Check Constraint,Default Value
Person,AddressType,AddressTypeID,int,No,Yes,No,,The primary key and unique identifier for each address type. An integer surrogate key that uniquely identifies each address classification category.,,,
Person,AddressType,Name,Name,No,No,No,,"The human-readable name of the address type (e.g., Billing, Shipping, Home, Primary, Main Office, Archive). This is the descriptive label used to classify an address's purpose or role.",,,
Person,AddressType,rowguid,uniqueidentifier,No,No,No,,"A globally unique identifier (GUID) assigned to each row, used to support replication and row-level identification across distributed systems.",,,
Person,AddressType,ModifiedDate,datetime,No,No,No,,The date and time when the record was last modified. Used for auditing and change tracking purposes.,,,
Person,BusinessEntity,BusinessEntityID,int,No,Yes,No,,"The unique identifier for every business entity in the system. This is the primary key and serves as the root identity that all specialized entity tables (Person, Vendor, Store, etc.) inherit and reference. It is an integer surrogate key auto-assigned to each new entity.",,,
Person,BusinessEntity,rowguid,uniqueidentifier,No,No,No,,"A globally unique identifier (GUID) assigned to each business entity record. Used to uniquely identify rows across distributed systems, replication scenarios, or data merges where integer keys may conflict.",,,
Person,BusinessEntity,ModifiedDate,datetime,No,No,No,,"The date and time when the business entity record was last modified. Used for auditing and change tracking purposes. All sample values fall on the same date (2017-12-13), suggesting a bulk load or migration event, but the millisecond-level precision indicates individual record timestamps.",,,
Person,BusinessEntityAddress,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,"The unique identifier of the business entity (person, vendor, or store) associated with the address. References Person.BusinessEntity as the root identity record. Part of the composite primary key.",,,
Person,BusinessEntityAddress,AddressID,int,No,No,Yes,Person.Address.AddressID,The unique identifier of the physical address associated with the business entity. References Person.Address which stores the full address details. Part of the composite primary key.,,,
Person,BusinessEntityAddress,AddressTypeID,int,No,No,Yes,Person.AddressType.AddressTypeID,"Classifies the type of address for this business entity association (e.g., Home, Billing, Shipping, Main Office). Only 3 distinct values are used (2, 3, 5) out of the available address types in Person.AddressType. Part of the composite primary key.",,,
Person,BusinessEntityAddress,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique identifier (GUID) assigned to each row, used for replication and row-level identification across distributed systems. Standard AdventureWorks audit column.",,,
Person,BusinessEntityAddress,ModifiedDate,datetime,No,No,No,,The date and time when the business entity address association record was last modified. Used for auditing and change tracking.,,,
Person,BusinessEntityContact,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,The unique identifier of the business entity (such as a vendor or store) that the contact person is associated with. References Person.BusinessEntity as the root identity record. This is part of the composite primary key.,,,
Person,BusinessEntityContact,PersonID,int,No,No,Yes,Person.Person.BusinessEntityID,The unique identifier of the person who serves as a contact for the business entity. References Person.Person.BusinessEntityID. This is part of the composite primary key and identifies the individual in the contact relationship.,,,
Person,BusinessEntityContact,ContactTypeID,int,No,No,Yes,Person.ContactType.ContactTypeID,"The type or role of the contact relationship, such as Owner, Sales Representative, or Purchasing Manager. References Person.ContactType.ContactTypeID. This is part of the composite primary key and classifies the nature of the person's role within the business entity.",,,
Person,BusinessEntityContact,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique identifier (GUID) assigned to each row, used for replication and row-level identification across distributed systems. Standard AdventureWorks auditing column.",,,
Person,BusinessEntityContact,ModifiedDate,datetime,No,No,No,,The date and time when the record was last modified. Used for auditing and change tracking purposes.,,,
Person,ContactType,ContactTypeID,int,No,Yes,No,,The primary key and unique identifier for each contact type. An auto-incremented integer that uniquely identifies each contact role classification.,,,
Person,ContactType,Name,Name,No,No,No,,"The descriptive name of the contact type, representing the role or title a person holds in relation to a business entity (e.g., 'Sales Representative', 'Purchasing Manager', 'Marketing Assistant'). This is the human-readable label used throughout the application.",,,
Person,ContactType,ModifiedDate,datetime,No,No,No,,"The date and time when the contact type record was last modified. All records share the same date (2008-04-30), indicating this reference data was loaded or last updated as a batch during initial database setup.",,,
Person,CountryRegion,CountryRegionCode,nvarchar,No,Yes,No,,"The ISO 3166-1 alpha-2 two-character code uniquely identifying each country or region (e.g., 'US' for United States, 'CA' for Canada). Serves as the primary key and the foreign key target for dependent tables.",,,
Person,CountryRegion,Name,Name,No,No,No,,"The full English name of the country or region (e.g., 'Brazil', 'France', 'Timor-Leste'). Provides a human-readable label for display and reporting purposes.",,,
Person,CountryRegion,ModifiedDate,datetime,No,No,No,,"The date and time when the record was last modified. Used for auditing and change tracking purposes. All records share the same date (2008-04-30), indicating the entire table was loaded or last updated in a single batch operation.",,,
Person,EmailAddress,BusinessEntityID,int,No,No,Yes,Person.Person.BusinessEntityID,"Foreign key linking this email address record to a specific person in Person.Person. Identifies which individual owns this email address. Has a 1:1 relationship with EmailAddressID, meaning each person has exactly one email address record in this table.",,,
Person,EmailAddress,EmailAddressID,int,No,Yes,No,,Surrogate primary key uniquely identifying each email address record. Auto-incremented integer assigned when a new email address is registered for a person.,,,
Person,EmailAddress,EmailAddress,nvarchar,Yes,No,No,,"The actual email address string for the person. All sample values follow the pattern 'firstname+number@adventure-works.com', indicating these are internal/demo email addresses for the AdventureWorks fictional company. Average length of 27 characters is consistent with typical email address lengths.",,,
Person,EmailAddress,rowguid,uniqueidentifier,No,No,No,,"A globally unique identifier (GUID) assigned to each email address record, used for replication and row-level identification across distributed systems. Standard AdventureWorks auditing column present in most tables.",,,
Person,EmailAddress,ModifiedDate,datetime,No,No,No,,Timestamp recording when the email address record was last created or modified. Used for auditing and change tracking purposes. Standard AdventureWorks audit column.,,,
Person,Password,BusinessEntityID,int,No,No,Yes,Person.Person.BusinessEntityID,Primary key and foreign key referencing Person.Person.BusinessEntityID. Uniquely identifies the person whose authentication credentials are stored in this row. The 1:1 relationship means each person has at most one password record.,,,
Person,Password,PasswordHash,varchar,No,No,No,,A Base64-encoded cryptographic hash of the person's password combined with the salt. Used to verify login credentials without storing the plaintext password. The 44-character length is consistent with a Base64-encoded 32-byte (256-bit) hash output.,,,
Person,Password,PasswordSalt,varchar,No,No,No,,"A Base64-encoded random salt value appended or prepended to the plaintext password before hashing. Ensures that two users with the same password will have different hash values, protecting against rainbow table and dictionary attacks.",,,
Person,Password,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique identifier (GUID) assigned to each row, used for replication and row-level identification across distributed systems. Standard AdventureWorks audit column present in most tables.",,,
Person,Password,ModifiedDate,datetime,No,No,No,,The date and time when the password record was last created or updated. Used for auditing and tracking when credentials were last changed.,,,
Person,Person,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,Primary key and foreign key to Person.BusinessEntity. Uniquely identifies each person record and links to the base entity table that anchors all business entities in the system.,,,
Person,Person,PersonType,nchar,No,No,No,,"Classifies the type of person: IN=Individual (retail customer), SC=Store Contact, GC=General Contact, EM=Employee, VC=Vendor Contact, SP=Sales Person. Determines the role this person plays in the business.",,,
Person,Person,NameStyle,NameStyle,No,No,No,,"Indicates the name formatting style. A value of 'false' means Western name style (FirstName + LastName order); 'true' would indicate Eastern style (LastName + FirstName). All records show 'false', suggesting the dataset is primarily Western-style names.",,,
Person,Person,Title,nvarchar,Yes,No,No,,"Optional honorific title for the person (e.g., Mr., Ms., Mrs., Sr., Sra.). Approximately 94.8% of records have no title, making this an optional courtesy field.",,,
Person,Person,FirstName,Name,No,No,No,,The person's first (given) name. Required field for all person records.,,,
Person,Person,MiddleName,Name,Yes,No,No,,The person's middle name or initial. Optional field with approximately 42.5% of records having no middle name.,,,
Person,Person,LastName,Name,No,No,No,,The person's last (family/surname) name. Required field for all person records.,,,
Person,Person,Suffix,nvarchar,Yes,No,No,,"Optional name suffix such as generational indicators (Jr., Sr., II, III, IV) or academic credentials (PhD). Very rarely populated — only 0.4% of records have a suffix.",,,
Person,Person,EmailPromotion,int,No,No,No,,"Indicates the person's email marketing preference: 0=No promotional emails, 1=Promotional emails from AdventureWorks only, 2=Promotional emails from AdventureWorks and selected partners.",,,
Person,Person,AdditionalContactInfo,xml,Yes,No,No,,"XML document storing supplementary contact information beyond the primary contact details, including additional phone numbers, mobile numbers, pager numbers, email addresses, home addresses, and CRM contact records/notes.",,,
Person,Person,Demographics,xml,Yes,No,No,,"XML document containing individual survey/demographic data for the person, including purchase history (TotalPurchaseYTD, DateFirstPurchase), personal attributes (BirthDate, MaritalStatus, Gender), socioeconomic data (YearlyIncome, Education, Occupation), and lifestyle data (HomeOwnerFlag, NumberCarsOwned, CommuteDistance, TotalChildren).",,,
Person,Person,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique identifier (GUID) for the row, used for replication and merge operations to uniquely identify records across distributed database instances.",,,
Person,Person,ModifiedDate,datetime,No,No,No,,The date and time when the record was last modified. Used for auditing and change tracking purposes.,,,
Person,PersonPhone,BusinessEntityID,int,No,Yes,Yes,Person.Person.BusinessEntityID,Foreign key referencing Person.Person.BusinessEntityID. Identifies the person to whom this phone number belongs. Part of the composite primary key.,,,
Person,PersonPhone,PhoneNumber,Phone,No,No,No,,"The actual phone number string for the person. Stored as a Phone data type, supporting various international and domestic formats. Not unique across the table as phone numbers may be shared.",,,
Person,PersonPhone,PhoneNumberTypeID,int,No,Yes,Yes,Person.PhoneNumberType.PhoneNumberTypeID,"Foreign key referencing Person.PhoneNumberType.PhoneNumberTypeID. Classifies the phone number as one of three types: Cell (1), Home (2), or Work (3). Part of the composite primary key.",,,
Person,PersonPhone,ModifiedDate,datetime,No,No,No,,Timestamp recording when the phone number record was last created or modified. Used for auditing and change tracking purposes.,,,
Person,PhoneNumberType,PhoneNumberTypeID,int,No,Yes,No,,"The primary key and unique identifier for each phone number type. An auto-incremented integer that uniquely identifies each category of phone number (Cell, Home, Work).",,,
Person,PhoneNumberType,Name,Name,No,No,No,,"The human-readable name/label for the phone number type. Contains values 'Cell', 'Home', and 'Work', representing the three supported categories of phone numbers in the system.",,,
Person,PhoneNumberType,ModifiedDate,datetime,No,No,No,,"The date and time when the record was last modified. All records share the same timestamp, indicating they were inserted together during initial database seeding and have not been updated since.",,,
Person,StateProvince,StateProvinceID,int,No,Yes,No,,Surrogate primary key uniquely identifying each state or province record in the table.,,,
Person,StateProvince,StateProvinceCode,nchar,No,No,No,,"The official abbreviation or code for the state or province (e.g., 'CA' for California, 'AB' for Alberta). Fixed 2-character nchar field.",,,
Person,StateProvince,CountryRegionCode,nvarchar,No,No,Yes,Person.CountryRegion.CountryRegionCode,"The ISO country or region code indicating which country this state or province belongs to (e.g., 'US', 'CA', 'FR', 'DE', 'AU').",,,
Person,StateProvince,IsOnlyStateProvinceFlag,Flag,No,No,No,,"Boolean flag indicating whether this record is the only state/province entry for its country. When true, the country does not have multiple sub-national divisions tracked in the system.",,,
Person,StateProvince,Name,Name,No,No,No,,"The full official name of the state or province (e.g., 'California', 'Quebec', 'Vaucluse', 'Queensland').",,,
Person,StateProvince,TerritoryID,int,No,No,Yes,Sales.SalesTerritory.TerritoryID,"Foreign key linking this state or province to a sales territory in Sales.SalesTerritory, used to associate geographic regions with sales reporting structures.",,,
Person,StateProvince,rowguid,uniqueidentifier,No,No,No,,"A globally unique identifier (GUID) for the row, used for replication and merge operations to uniquely identify records across distributed database instances.",,,
Person,StateProvince,ModifiedDate,datetime,No,No,No,,"The date and time when the record was last modified, used for auditing and change tracking.",,,
Production,BillOfMaterials,BillOfMaterialsID,int,No,Yes,No,,Surrogate primary key uniquely identifying each bill of materials record.,,,
Production,BillOfMaterials,ProductAssemblyID,int,Yes,No,Yes,Production.Product.ProductID,Foreign key referencing the parent product assembly (Production.Product.ProductID) that this component belongs to. NULL for top-level components that are not part of any higher-level assembly (BOMLevel = 0).,,,
Production,BillOfMaterials,ComponentID,int,No,No,Yes,Production.Product.ProductID,Foreign key referencing the child component or sub-assembly (Production.Product.ProductID) that is used in the parent assembly. This is the part being consumed or incorporated.,,,
Production,BillOfMaterials,StartDate,datetime,No,No,No,,The date on which this bill of materials component relationship became effective. Used for temporal versioning of BOM structures.,,,
Production,BillOfMaterials,EndDate,datetime,Yes,No,No,,The date on which this bill of materials component relationship was superseded or discontinued. NULL indicates the relationship is currently active and has no expiration.,,,
Production,BillOfMaterials,UnitMeasureCode,nchar,No,No,Yes,Production.UnitMeasure.UnitMeasureCode,"Foreign key to Production.UnitMeasure specifying the unit of measure for the PerAssemblyQty quantity. Values are EA (Each), OZ (Ounce), or IN (Inch).",,,
Production,BillOfMaterials,BOMLevel,smallint,No,No,No,,"Integer indicating the depth of this component in the product assembly hierarchy. Level 0 represents top-level standalone components, level 1 represents direct sub-assemblies, and higher levels represent deeper nesting.",,,
Production,BillOfMaterials,PerAssemblyQty,decimal,No,No,No,,"The quantity of this component required to produce one unit of the parent assembly, expressed in the units defined by UnitMeasureCode.",,,
Production,BillOfMaterials,ModifiedDate,datetime,No,No,No,,"Timestamp recording when this BOM record was last modified, used for auditing and change tracking.",,,
Production,Culture,CultureID,nchar,No,Yes,No,,"The primary key and unique identifier for each culture/locale. Uses standard .NET/Windows culture codes (e.g., 'en' for English, 'fr' for French, 'zh-cht' for Traditional Chinese). An empty/blank value represents the invariant culture. Fixed-length nchar field padded to a consistent length.",,,
Production,Culture,Name,Name,No,No,No,,"The human-readable display name of the culture/language (e.g., 'English', 'French', 'Arabic', 'Invariant Language (Invariant Country)'). Used for display purposes in administrative interfaces.",,,
Production,Culture,ModifiedDate,datetime,No,No,No,,"The date and time when the culture record was last modified. All records share the same date (2008-04-30), indicating the table was populated as part of the initial database setup and has not been updated since.",,,
Production,Document,DocumentNode,hierarchyid,No,Yes,No,,Primary key using SQL Server's hierarchyid data type to represent the document's position in a hierarchical folder/document tree structure. Enables efficient tree traversal and parent-child relationships without explicit parent ID columns.,,,
Production,Document,DocumentLevel,smallint,Yes,No,No,,"Computed column representing the depth level of the document or folder in the hierarchy (0=root, 1=top-level folders, 2=documents/subfolders). Derived from DocumentNode.",,,
Production,Document,Title,nvarchar,No,No,No,,"Human-readable title or name of the document or folder. For folders this is a category name (e.g., 'Documents', 'Assembly', 'Maintenance'); for documents it describes the content (e.g., 'Front Reflector Bracket Installation').",,,
Production,Document,Owner,int,No,No,Yes,HumanResources.Employee.BusinessEntityID,"Foreign key referencing HumanResources.Employee.BusinessEntityID, identifying the employee responsible for or who owns this document.",,,
Production,Document,FolderFlag,bit,No,No,No,,Boolean flag indicating whether this record represents a folder (true) or an actual document (false) in the hierarchy.,,,
Production,Document,FileName,nvarchar,No,No,No,,"The file system name of the document including extension (e.g., 'Front Reflector Bracket Installation.doc') or just the folder name without extension for folder records.",,,
Production,Document,FileExtension,nvarchar,No,No,No,,"The file extension of the document (e.g., '.doc' for Word documents). Empty string for folder records.",,,
Production,Document,Revision,nchar,No,No,No,,"Revision number or version identifier for the document, tracking how many times the document has been revised.",,,
Production,Document,ChangeNumber,int,No,No,No,,Numeric change tracking counter indicating how many changes have been made to the document. Higher values indicate more frequently updated documents.,,,
Production,Document,Status,tinyint,No,No,No,,"Document lifecycle status code: likely 1=Pending/Draft, 2=Active/Published, 3=Obsolete/Archived.",,,
Production,Document,DocumentSummary,nvarchar,Yes,No,No,,Text summary or abstract describing the content and purpose of the document. Null for folder records.,,,
Production,Document,Document,varbinary,Yes,No,No,,"Binary large object (varbinary) containing the actual document file content, typically Microsoft Word (.doc) format binary data.",,,
Production,Document,rowguid,uniqueidentifier,No,No,No,,"Globally unique identifier (GUID) for the document record, used for replication and unique identification across distributed systems.",,,
Production,Document,ModifiedDate,datetime,No,No,No,,"Timestamp recording when the document record was last modified, used for auditing and change tracking.",,,
Production,Illustration,IllustrationID,int,No,Yes,No,,Primary key uniquely identifying each illustration record. An auto-incremented integer surrogate key used to reference illustrations from the Production.ProductModelIllustration junction table.,,,
Production,Illustration,Diagram,xml,Yes,No,No,,"The actual illustration content stored as XML, specifically XAML markup generated by Adobe Illustrator CS via the XAML Export Plug-In. Contains WPF Viewbox/Canvas/Path elements representing vector graphics of product components such as mechanical parts, bicycle components, and assembly diagrams.",,,
Production,Illustration,ModifiedDate,datetime,No,No,No,,"Timestamp recording when the illustration record was last created or modified. Used for auditing and change tracking purposes, consistent with the AdventureWorks pattern of including ModifiedDate on all tables.",,,
