Schema,Table,Column,Data Type,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key References,Description,Confidence %,Check Constraint,Default Value
Production,BillOfMaterials,ProductAssemblyID,int,Yes,No,Yes,Production.Product.ProductID,The ID of the product that is being assembled (the parent item). Null values indicate the component is a top-level item or raw material not currently assigned to a specific assembly in this context.,,,
Production,BillOfMaterials,ComponentID,int,No,No,Yes,Production.Product.ProductID,The ID of the product used as a constituent part of the assembly (the child item).,,,
Production,BillOfMaterials,StartDate,datetime,No,No,No,,The date when this specific component-to-assembly relationship became effective.,,,
Production,BillOfMaterials,EndDate,datetime,Yes,No,No,,"The date when this component was no longer used in the assembly. If null, the component is currently active.",,,
Production,BillOfMaterials,UnitMeasureCode,nchar,No,No,Yes,Production.UnitMeasure.UnitMeasureCode,"The unit of measure (e.g., Each, Ounces, Inches) for the quantity of the component used.",,,
Production,BillOfMaterials,BOMLevel,smallint,No,No,No,,"The depth level of the component within the product hierarchy (e.g., 0 for the main assembly, 1 for direct components, 2 for sub-components).",,,
Production,BillOfMaterials,PerAssemblyQty,decimal,No,No,No,,The quantity of the component required to produce a single unit of the parent assembly.,,,
Production,BillOfMaterials,ModifiedDate,datetime,No,No,No,,Timestamp of the last time the BOM record was updated.,,,
Production,Culture,CultureID,nchar,No,Yes,No,,"The unique identifier for the culture, typically using a standard language code (e.g., 'en' for English).",,,
Production,Culture,Name,Name,No,No,No,,The full display name of the language or culture.,,,
Production,Culture,ModifiedDate,datetime,No,No,No,,The date and time the record was last updated.,,,
Production,Document,DocumentNode,hierarchyid,No,Yes,No,,A hierarchyid value that defines the position of the document or folder within the organizational tree.,,,
Production,Document,DocumentLevel,smallint,Yes,No,No,,"The depth level of the node within the hierarchy (e.g., 0 for root, 1 for top-level folders).",,,
Production,Document,Title,nvarchar,No,No,No,,The human-readable title of the document or folder.,,,
Production,Document,Owner,int,No,No,Yes,HumanResources.Employee.BusinessEntityID,"The employee responsible for the document, referencing the HumanResources.Employee table.",,,
Production,Document,FolderFlag,bit,No,No,No,,Indicates whether the entry is a folder (true) or a document file (false).,,,
Production,Document,FileName,nvarchar,No,No,No,,"The full name of the file, including the extension if applicable.",,,
Production,Document,FileExtension,nvarchar,No,No,No,,"The file type extension (e.g., .doc).",,,
Production,Document,Revision,nchar,No,No,No,,The version or revision number of the document for change tracking.,,,
Production,Document,ChangeNumber,int,No,No,No,,An incremental number tracking the specific change set or update applied to the document.,,,
Production,Document,Status,tinyint,No,No,No,,"The current workflow state of the document (e.g., Draft, Approved, Obsolete).",,,
Production,Document,DocumentSummary,nvarchar,Yes,No,No,,A brief textual description or abstract of the document's contents.,,,
Production,Document,Document,varbinary,Yes,No,No,,The actual binary content of the document file.,,,
Production,Document,rowguid,uniqueidentifier,No,No,No,,Unique identifier used for row-level tracking and synchronization.,,,
Production,Document,ModifiedDate,datetime,No,No,No,,The date and time the document record was last updated.,,,
Production,Illustration,IllustrationID,int,No,Yes,No,,Unique identifier for each illustration record.,,,
Production,Illustration,Diagram,xml,Yes,No,No,,"Vector graphic data stored in XAML (XML) format, representing the actual illustration.",,,
Production,Illustration,ModifiedDate,datetime,No,No,No,,The date and time the illustration record was last updated.,,,
Production,Location,LocationID,smallint,No,Yes,No,,Primary key and unique identifier for each manufacturing or storage location.,,,
Production,Location,Name,Name,No,No,No,,"The descriptive name of the work center or storage area (e.g., 'Tool Crib', 'Paint Shop').",,,
Production,Location,CostRate,smallmoney,No,No,No,,The standard hourly cost or overhead rate associated with performing work at this specific location.,,,
Production,Location,Availability,decimal,No,No,No,,The capacity or percentage of time that the location is available for production activities.,,,
Production,Location,ModifiedDate,datetime,No,No,No,,The date and time when the location record was last updated.,,,
Production,Product,ProductID,int,No,Yes,No,,Primary key and unique identifier for each product.,,,
Production,Product,Name,Name,No,No,No,,The display name of the product or component.,,,
Production,Product,ProductNumber,nvarchar,No,No,No,,Unique internal alphanumeric code (SKU) for product tracking.,,,
Production,Product,MakeFlag,Flag,No,No,No,,Indicates if the product is manufactured in-house (true) or purchased (false).,,,
Production,Product,FinishedGoodsFlag,Flag,No,No,No,,Indicates if the product is a saleable end-product (true) or a component/part (false).,,,
Production,Product,Color,nvarchar,Yes,No,No,,The visual color of the product.,,,
Production,Product,SafetyStockLevel,smallint,No,No,No,,The minimum inventory level that should be maintained at all times.,,,
Production,Product,ReorderPoint,smallint,No,No,No,,The inventory level at which a new purchase or production order should be triggered.,,,
Production,Product,StandardCost,money,No,No,No,,The standard cost to manufacture or acquire the product.,,,
Production,Product,ListPrice,money,No,No,No,,The suggested retail selling price.,,,
Production,Product,Size,nvarchar,Yes,No,No,,"The physical size of the product (e.g., frame size, clothing size).",,,
Production,Product,SizeUnitMeasureCode,nchar,Yes,No,Yes,Production.UnitMeasure.UnitMeasureCode,"The unit of measure for the Size column (e.g., CM).",,,
Production,Product,WeightUnitMeasureCode,nchar,Yes,No,Yes,Production.UnitMeasure.UnitMeasureCode,"The unit of measure for the Weight column (e.g., LB, G).",,,
Production,Product,Weight,decimal,Yes,No,No,,The physical weight of the product.,,,
Production,Product,DaysToManufacture,int,No,No,No,,The number of days required to manufacture the product in-house.,,,
Production,Product,ProductLine,nchar,Yes,No,No,,"Categorizes products into lines: R (Road), M (Mountain), T (Touring), or S (Standard).",,,
Production,Product,Class,nchar,Yes,No,No,,"Quality or price class: H (High), M (Medium), or L (Low).",,,
Production,Product,Style,nchar,Yes,No,No,,"Product style: W (Women's), M (Men's), or U (Universal).",,,
Production,Product,ProductSubcategoryID,int,Yes,No,Yes,Production.ProductSubcategory.ProductSubcategoryID,Link to the specific sub-classification of the product.,,,
Production,Product,ProductModelID,int,Yes,No,Yes,Production.ProductModel.ProductModelID,Link to the high-level product model or design group.,,,
Production,Product,SellStartDate,datetime,No,No,No,,The date the product was first available for sale.,,,
Production,Product,SellEndDate,datetime,Yes,No,No,,The date the product was removed from the catalog.,,,
Production,Product,DiscontinuedDate,datetime,Yes,No,No,,The date the product was discontinued.,,,
Production,Product,rowguid,uniqueidentifier,No,No,No,,Unique identifier used for database replication.,,,
Production,Product,ModifiedDate,datetime,No,No,No,,Timestamp of the last record update.,,,
Production,ProductCategory,ProductCategoryID,int,No,Yes,No,,The unique primary identifier for a high-level product category.,,,
Production,ProductCategory,Name,Name,No,No,No,,The descriptive name of the product category used for display and reporting.,,,
Production,ProductCategory,rowguid,uniqueidentifier,No,No,No,,A unique identifier used for database replication and synchronization across different environments.,,,
Production,ProductCategory,ModifiedDate,datetime,No,No,No,,The date and time when the category record was last updated.,,,
Production,ProductCostHistory,ProductID,int,No,No,Yes,Production.Product.ProductID,The unique identifier for the product whose cost is being tracked. This is a foreign key referencing Production.Product.,,,
Production,ProductCostHistory,StartDate,datetime,No,Yes,No,,The date on which the associated StandardCost became effective for the product.,,,
Production,ProductCostHistory,EndDate,datetime,Yes,No,No,,The date on which the associated StandardCost ceased to be effective. A NULL value indicates that this is the current active cost for the product.,,,
Production,ProductCostHistory,StandardCost,money,No,No,No,,The cost of the product during the specified date range (StartDate to EndDate).,,,
Production,ProductCostHistory,ModifiedDate,datetime,No,No,No,,The date and time the record was last updated.,,,
Production,ProductDescription,ProductDescriptionID,int,No,Yes,No,,Unique identifier and primary key for each product description record.,,,
Production,ProductDescription,Description,nvarchar,No,No,No,,"The actual text content describing a product's features, benefits, or specifications, stored in various languages.",,,
Production,ProductDescription,rowguid,uniqueidentifier,No,No,No,,A globally unique identifier used for row-level tracking and synchronization across databases.,,,
Production,ProductDescription,ModifiedDate,datetime,No,No,No,,The date and time when the description record was last updated.,,,
Production,ProductDocument,ProductID,int,No,Yes,Yes,Production.Product.ProductID,The unique identifier for a product being associated with a document.,,,
Production,ProductDocument,DocumentNode,hierarchyid,No,Yes,Yes,Production.Document.DocumentNode,The hierarchical identifier for a document in the document management system.,,,
Production,ProductDocument,ModifiedDate,datetime,No,No,No,,The date and time the association between the product and the document was last updated.,,,
Production,ProductInventory,ProductID,int,No,Yes,Yes,Production.Product.ProductID,The unique identifier of the product in stock. This links to the master product catalog.,,,
Production,ProductInventory,LocationID,smallint,No,Yes,Yes,Production.Location.LocationID,"The identifier for the physical facility or work center (e.g., Warehouse, Paint Shop, Subassembly) where the inventory is held.",,,
Production,ProductInventory,Shelf,nvarchar,No,No,No,,The alphanumeric designation of the storage rack or shelf within a location. 'N/A' is used for items not stored on standard shelving.,,,
Production,ProductInventory,Bin,tinyint,No,No,No,,The specific container or compartment number on a shelf where the product is located.,,,
Production,ProductInventory,Quantity,smallint,No,No,No,,The current count of units available for the specific Product/Location/Shelf/Bin combination.,,,
Production,ProductInventory,rowguid,uniqueidentifier,No,Yes,No,,A unique identifier used for global row identification and synchronization/replication.,,,
Production,ProductInventory,ModifiedDate,datetime,No,No,No,,The date and time when the inventory level or location details were last updated.,,,
Production,ProductListPriceHistory,ProductID,int,No,No,Yes,Production.Product.ProductID,The unique identifier for the product whose price is being tracked. This is a foreign key referencing the Production.Product table.,,,
Production,ProductListPriceHistory,StartDate,datetime,No,Yes,No,,The date on which the specific list price became effective for the product.,,,
Production,ProductListPriceHistory,EndDate,datetime,Yes,No,No,,The date on which the specific list price ceased to be effective. A NULL value indicates that this is the current active price.,,,
Production,ProductListPriceHistory,ListPrice,money,No,No,No,,The official selling price of the product during the period defined by StartDate and EndDate.,,,
Production,ProductListPriceHistory,ModifiedDate,datetime,No,No,No,,The date and time when the record was last updated in the system.,,,
Production,ProductModel,ProductModelID,int,No,Yes,No,,Primary key for the product model record.,,,
Production,ProductModel,Name,Name,No,No,No,,The descriptive name of the product model used for branding and identification.,,,
Production,ProductModel,CatalogDescription,xml,Yes,No,No,,"Detailed product specifications, features, and marketing summaries stored in XML format for web catalogs.",,,
Production,ProductModel,Instructions,xml,Yes,No,No,,"Manufacturing and assembly instructions, including work center locations, labor hours, and specific tools required.",,,
Production,ProductModel,rowguid,uniqueidentifier,No,No,No,,Unique identifier used for row-level tracking and synchronization across distributed databases.,,,
Production,ProductModel,ModifiedDate,datetime,No,No,No,,The timestamp of the last update to the model information.,,,
Production,ProductModelIllustration,ProductModelID,int,No,Yes,Yes,Production.ProductModel.ProductModelID,Primary key and foreign key referencing the product model. It identifies which high-level product definition the illustration belongs to.,,,
Production,ProductModelIllustration,IllustrationID,int,No,Yes,Yes,Production.Illustration.IllustrationID,Primary key and foreign key referencing the specific illustration. It identifies the graphic or diagram being linked to the product model.,,,
Production,ProductModelIllustration,ModifiedDate,datetime,No,No,No,,The timestamp indicating when the association between the product model and the illustration was last created or updated.,,,
Production,ProductModelProductDescriptionCulture,ProductModelID,int,No,Yes,Yes,Production.ProductModel.ProductModelID,Foreign key identifying the specific product model. It groups various product variants under a single marketing umbrella.,,,
Production,ProductModelProductDescriptionCulture,ProductDescriptionID,int,No,Yes,Yes,Production.ProductDescription.ProductDescriptionID,Foreign key identifying the specific text description. Each ID points to a unique string of marketing or technical text.,,,
Production,ProductModelProductDescriptionCulture,CultureID,nchar,No,Yes,Yes,Production.Culture.CultureID,"Foreign key identifying the language or region for the description (e.g., 'en' for English, 'fr' for French).",,,
Production,ProductModelProductDescriptionCulture,ModifiedDate,datetime,No,No,No,,The date and time the mapping record was last updated.,,,
Production,ProductPhoto,ProductPhotoID,int,No,Yes,No,,,,,
Production,ProductPhoto,ThumbNailPhoto,varbinary,Yes,No,No,,,,,
Production,ProductPhoto,ThumbnailPhotoFileName,nvarchar,Yes,No,No,,,,,
Production,ProductPhoto,LargePhoto,varbinary,Yes,No,No,,,,,
Production,ProductPhoto,LargePhotoFileName,nvarchar,Yes,No,No,,,,,
Production,ProductPhoto,ModifiedDate,datetime,No,No,No,,,,,
Production,ProductProductPhoto,ProductID,int,No,Yes,Yes,Production.Product.ProductID,"The unique identifier for a product, referencing the Production.Product table.",,,
Production,ProductProductPhoto,ProductPhotoID,int,No,Yes,Yes,Production.ProductPhoto.ProductPhotoID,"The unique identifier for a specific photograph, referencing the Production.ProductPhoto table.",,,
Production,ProductProductPhoto,Primary,Flag,No,No,No,,A boolean flag indicating whether the associated photo is the main image used for the product in catalogs or web displays.,,,
Production,ProductProductPhoto,ModifiedDate,datetime,No,No,No,,The timestamp indicating when the product-photo association was last created or updated.,,,
Production,ProductReview,ProductReviewID,int,No,Yes,No,,Unique identifier and primary key for each individual product review.,,,
Production,ProductReview,ProductID,int,No,No,Yes,Production.Product.ProductID,Foreign key linking the review to a specific item in the Production.Product table.,,,
Production,ProductReview,ReviewerName,Name,No,No,No,,The name of the individual who authored the review.,,,
Production,ProductReview,ReviewDate,datetime,No,No,No,,The date and time when the review was originally submitted.,,,
